field,chinese_term,storage_table,source_endpoint,tushare_type,source_doc_id,unit_category,stored_unit,required_for_health_check,official_doc_path
adj_lossgain,调整以前年度损益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
admin_exp,减:管理费用,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
amodcost_fin_assets,以摊余成本计量的金融资产终止确认收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
ass_invest_income,其中:对联营企业和合营企业的投资收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
asset_disp_income,资产处置收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
assets_impair_loss,减:资产减值损失,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
basic_eps,基本每股收益,raw_tushare,income,float,33,price,元/股（原值）,N,.refs/tushare-docs/33.md
biz_tax_surchg,减:营业税金及附加,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
capit_comstock_div,转作股本的普通股股利,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
comm_exp,减:手续费及佣金支出,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
comm_income,手续费及佣金收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
compens_payout,赔付总支出,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
compens_payout_refu,减:摊回赔付支出,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
compr_inc_attr_m_s,归属于少数股东的综合收益总额,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
compr_inc_attr_p,归属于母公司(或股东)的综合收益总额,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
comshare_payable_dvd,应付普通股股利,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
continued_net_profit,持续经营净利润,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
credit_impa_loss,信用减值损失,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
diluted_eps,稀释每股收益,raw_tushare,income,float,33,price,元/股（原值）,N,.refs/tushare-docs/33.md
distable_profit,可分配利润,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
distr_profit_shrhder,可供股东分配的利润,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
div_payt,保户红利支出,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
ebit,息税前利润,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
ebitda,息税折旧摊销前利润,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
end_net_profit,终止经营净利润,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
fin_exp,减:财务费用,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
fin_exp_int_exp,财务费用:利息费用,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
fin_exp_int_inc,财务费用:利息收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
forex_gain,加:汇兑净收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
fv_value_chg_gain,加:公允价值变动净收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
income_tax,所得税费用,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
insur_reser_refu,减:摊回保险责任准备金,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
insurance_exp,保险业务支出,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
int_exp,减:利息支出,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
int_income,利息收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
invest_income,加:投资净收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
minority_gain,少数股东损益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
n_asset_mg_income,受托客户资产管理业务净收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
n_commis_income,手续费及佣金净收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
n_income,净利润(含少数股东损益),raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
n_income_attr_p,净利润(不含少数股东损益),raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",Y,.refs/tushare-docs/33.md
n_oth_b_income,加:其他业务净收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
n_oth_income,其他经营净收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
n_sec_tb_income,代理买卖证券业务净收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
n_sec_uw_income,证券承销业务净收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
nca_disploss,其中:减:非流动资产处置净损失,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
net_after_nr_lp_correct,扣除非经常性损益后的净利润（更正前）,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
net_expo_hedging_benefits,净敞口套期收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
non_oper_exp,减:营业外支出,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
non_oper_income,加:营业外收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
oper_cost,减:营业成本,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
oper_exp,营业支出,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
operate_profit,营业利润,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
oth_b_income,其他业务收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
oth_compr_income,其他综合收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
oth_impair_loss_assets,其他资产减值损失,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
oth_income,其他收益,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
other_bus_cost,其他业务成本,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
out_prem,减:分出保费,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
prem_earned,已赚保费,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
prem_income,保险业务收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
prem_refund,退保金,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
prfshare_payable_dvd,应付优先股股利,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
rd_exp,研发费用,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
reins_cost_refund,减:摊回分保费用,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
reins_exp,分保费用,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
reins_income,其中:分保费收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
reser_insur_liab,提取保险责任准备金,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
revenue,营业收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",Y,.refs/tushare-docs/33.md
sell_exp,减:销售费用,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
t_compr_income,综合收益总额,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
total_cogs,营业总成本,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
total_opcost,营业总成本（二）,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
total_profit,利润总额,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
total_revenue,营业总收入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
transfer_housing_imprest,住房周转金转入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
transfer_oth,其他转入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
transfer_surplus_rese,盈余公积转入,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
undist_profit,年初未分配利润,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
une_prem_reser,提取未到期责任准备金,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
withdra_biz_devfund,提取企业发展基金,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
withdra_legal_pubfund,提取法定公益金,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
withdra_legal_surplus,提取法定盈余公积,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
withdra_oth_ersu,提取任意盈余公积金,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
withdra_rese_fund,提取储备基金,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
workers_welfare,职工奖金福利,raw_tushare,income,float,33,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/33.md
acc_exp,预提费用,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
acc_receivable,应收款项,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
accounts_pay,应付票据及应付账款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
accounts_receiv,应收账款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
accounts_receiv_bill,应收票据及应收账款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
acct_payable,应付账款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
acting_trading_sec,代理买卖证券款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
acting_uw_sec,代理承销证券款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
adv_receipts,预收款项,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
agency_bus_liab,代理业务负债,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
amor_exp,待摊费用,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
bond_payable,应付债券,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
cap_rese,资本公积金,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
cash_reser_cb,现金及存放中央银行款项,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
cb_borr,向中央银行借款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
cip,在建工程,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
cip_total,在建工程(合计)(元),raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
client_depos,其中：客户资金存款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
client_prov,其中：客户备付金,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
comm_payable,应付手续费及佣金,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
const_materials,工程物资,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
contract_assets,合同资产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
contract_liab,合同负债,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
cost_fin_assets,以摊余成本计量的金融资产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
debt_invest,债权投资(元),raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
decr_in_disbur,发放贷款及垫款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
defer_inc_non_cur_liab,递延收益-非流动负债,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
defer_tax_assets,递延所得税资产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
defer_tax_liab,递延所得税负债,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
deferred_inc,递延收益,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
depos,吸收存款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
depos_ib_deposits,吸收存款及同业存放,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
depos_in_oth_bfi,存放同业和其它金融机构款项,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
depos_oth_bfi,同业和其它金融机构存放款项,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
depos_received,存入保证金,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
deriv_assets,衍生金融资产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
deriv_liab,衍生金融负债,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
div_payable,应付股利,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
div_receiv,应收股利,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
estimated_liab,预计负债,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
fa_avail_for_sale,可供出售金融资产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
fair_value_fin_assets,以公允价值计量且其变动计入其他综合收益的金融资产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
fix_assets,固定资产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
fix_assets_total,固定资产(合计)(元),raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
fixed_assets_disp,固定资产清理,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
forex_differ,外币报表折算差额,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
goodwill,商誉,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
hfs_assets,持有待售的资产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
hfs_sales,持有待售的负债,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
htm_invest,持有至到期投资,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
indem_payable,应付赔付款,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
indep_acct_assets,独立账户资产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
indept_acc_liab,独立账户负债,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
int_payable,应付利息,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
int_receiv,应收利息,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
intan_assets,无形资产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
inventories,存货,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
invest_as_receiv,应收款项类投资,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
invest_loss_unconf,未确认的投资损失,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
invest_real_estate,投资性房地产,raw_tushare,balancesheet,float,36,amount_cny,"百万元（元÷1,000,000）",N,.refs/tushare-docs/36.md
